id,user_id,sender_id,type,title,body,procurement_id,reply_to,is_read,emailed_at,created_at
57,8,,status_change,Submissions open: TB-2026-759,Bid submission is now open for SUPPLY FOR COOKING OIL. Deadline: 2026-09-02 11:00:00.,11.0,,True,,2026-09-01 01:16:03.587
58,9,,status_change,Submissions open: TB-2026-759,Bid submission is now open for SUPPLY FOR COOKING OIL. Deadline: 2026-09-02 11:00:00.,11.0,,False,,2026-09-01 01:16:03.610
59,10,,status_change,Submissions open: TB-2026-759,Bid submission is now open for SUPPLY FOR COOKING OIL. Deadline: 2026-09-02 11:00:00.,11.0,,False,,2026-09-01 01:16:03.623
60,11,,status_change,Submissions open: TB-2026-759,Bid submission is now open for SUPPLY FOR COOKING OIL. Deadline: 2026-09-02 11:00:00.,11.0,,False,,2026-09-01 01:16:03.653
61,12,,status_change,Submissions open: TB-2026-759,Bid submission is now open for SUPPLY FOR COOKING OIL. Deadline: 2026-09-02 11:00:00.,11.0,,False,,2026-09-01 01:16:03.673
62,2,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder Construction has submitted proof of payment (Ref: Ref/78891, Amount: BWP 400.00) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-01 01:16:47.640
63,3,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder Construction has submitted proof of payment (Ref: Ref/78891, Amount: BWP 400.00) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-01 01:16:47.693
64,8,,payment_approved,Payment Approved — Tender Documents Unlocked (TB-2026-759),Your payment (Ref: Ref/78891) for SUPPLY FOR COOKING OIL has been verified and approved. You now have access to view and download the ITT document.,11.0,,True,2026-09-01 03:17:48.457,2026-09-01 01:17:43.387
65,1,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,False,,2026-09-01 01:23:03.250
66,8,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,True,,2026-09-01 01:23:03.280
67,9,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,False,,2026-09-01 01:23:03.300
68,10,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,False,,2026-09-01 01:23:03.317
69,11,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,False,,2026-09-01 01:23:03.337
70,12,,status_change,Submissions closed: TB-2026-611,Bid submissions for Supplies of bed are now closed and the procurement is moving to evaluation preparation.,2.0,,False,,2026-09-01 01:23:03.350
71,5,,evaluator_assignment,Assigned to TB-2026-611,"You were assigned to evaluate ""Supplies of bed"" (TB-2026-611) with scope: Both.",2.0,,True,2026-09-01 03:23:28.120,2026-09-01 01:23:23.130
72,1,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,False,,2026-09-01 11:20:43.953
73,8,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,True,,2026-09-01 11:20:43.977
74,9,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,False,,2026-09-01 11:20:43.990
75,10,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,False,,2026-09-01 11:20:44.003
76,11,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,False,,2026-09-01 11:20:44.020
77,12,,status_change,Tender published: TB-2026-431,Internet Services has been published and is now visible to registered bidders.,12.0,,False,,2026-09-01 11:20:44.033
78,1,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,False,,2026-09-01 11:21:40.103
79,8,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,True,,2026-09-01 11:21:40.123
80,9,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,False,,2026-09-01 11:21:40.137
81,10,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,False,,2026-09-01 11:21:40.147
82,11,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,False,,2026-09-01 11:21:40.157
83,12,,status_change,Submissions open: TB-2026-431,Bid submission is now open for Internet Services. Deadline: 2026-09-02 12:18:00.,12.0,,False,,2026-09-01 11:21:40.170
84,2,,payment_submitted,Payment Proof Submitted: TB-2026-431,"Bidder Construction has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for Internet Services. Please review and verify.",12.0,,True,,2026-09-01 11:23:02.733
85,3,,payment_submitted,Payment Proof Submitted: TB-2026-431,"Bidder Construction has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for Internet Services. Please review and verify.",12.0,,True,,2026-09-01 11:23:02.760
86,8,,payment_approved,Payment Approved — Tender Documents Unlocked (TB-2026-431),Your payment (Ref: Allen Machona) for Internet Services has been verified and approved. You now have access to view and download the ITT document.,12.0,,True,2026-09-01 13:24:08.800,2026-09-01 11:24:04.717
87,1,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,False,,2026-09-01 11:32:59.220
88,8,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,True,,2026-09-01 11:32:59.243
89,9,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,False,,2026-09-01 11:32:59.257
90,10,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,False,,2026-09-01 11:32:59.270
91,11,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,False,,2026-09-01 11:32:59.283
92,12,,status_change,Procurement under evaluation: TB-2026-611,Bid submissions for Supplies of bed are now under evaluation.,2.0,,False,,2026-09-01 11:32:59.300
93,2,,request_submitted,New procurement request from Thabo Mmutle,Thabo Mmutle (Ministry of Health) submitted a combined Form D & Form E request with justification. Review it in the Incoming Requests queue.,,,True,,2026-09-01 11:34:07.033
94,3,,request_submitted,New procurement request from Thabo Mmutle,Thabo Mmutle (Ministry of Health) submitted a combined Form D & Form E request with justification. Review it in the Incoming Requests queue.,,,True,,2026-09-01 11:34:07.050
95,4,,request_submitted,New procurement request from Thabo Mmutle,Thabo Mmutle (Ministry of Health) submitted a combined Form D & Form E request with justification. Review it in the Incoming Requests queue.,,,True,,2026-09-01 11:34:07.060
96,13,,request_submitted,New procurement request from Thabo Mmutle,Thabo Mmutle (Ministry of Health) submitted a combined Form D & Form E request with justification. Review it in the Incoming Requests queue.,,,False,,2026-09-01 11:34:07.073
97,14,,request_submitted,New procurement request from Thabo Mmutle,Thabo Mmutle (Ministry of Health) submitted a combined Form D & Form E request with justification. Review it in the Incoming Requests queue.,,,True,,2026-09-01 11:34:07.080
98,1,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,False,,2026-09-02 16:15:30.010
99,8,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,True,,2026-09-02 16:15:30.043
100,9,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,False,,2026-09-02 16:15:30.063
101,10,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,False,,2026-09-02 16:15:30.080
102,11,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,False,,2026-09-02 16:15:30.090
103,12,,status_change,Submissions closed: TB-2026-979,Bid submissions for GUIDE US are now closed and the procurement is moving to evaluation preparation.,4.0,,False,,2026-09-02 16:15:30.097
104,1,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,False,,2026-09-02 16:16:34.107
105,8,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,True,,2026-09-02 16:16:34.133
106,9,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,False,,2026-09-02 16:16:34.150
107,10,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,False,,2026-09-02 16:16:34.160
108,11,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,False,,2026-09-02 16:16:34.167
109,12,,status_change,Tender reopened: TB-2026-979,GUIDE US has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:20:00.,4.0,,False,,2026-09-02 16:16:34.183
110,8,,award_published,Award Published: TB-2026-611,Your bid for Supplies of bed has been selected. The cooling-off period ends on 11 Sep 2026.,2.0,,True,,2026-09-02 16:34:48.703
111,1,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,False,,2026-09-02 16:43:40.893
112,8,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,True,,2026-09-02 16:43:40.920
113,9,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,False,,2026-09-02 16:43:40.927
114,10,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,False,,2026-09-02 16:43:40.947
115,11,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,False,,2026-09-02 16:43:40.953
116,12,,status_change,Submissions open: TB-2026-VERIFY-9B379249,Bid submission is now open for Verify Advertisement Access. Deadline: 2026-09-02 18:43:00.,8.0,,False,,2026-09-02 16:43:40.960
117,2,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURSS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-02 18:22:08.040
118,3,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURSS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-02 18:22:08.103
119,16,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURSS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,False,,2026-09-02 18:22:08.153
120,2,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 199.96) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-02 18:22:58.820
121,3,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 199.96) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,True,,2026-09-02 18:22:58.880
122,16,,payment_submitted,Payment Proof Submitted: TB-2026-759,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 199.96) for SUPPLY FOR COOKING OIL. Please review and verify.",11.0,,False,,2026-09-02 18:22:58.930
123,11,,payment_approved,Payment Approved — Tender Documents Unlocked (TB-2026-759),Your payment (Ref: Allen Machona) for SUPPLY FOR COOKING OIL has been verified and approved. You now have access to view and download the ITT document.,11.0,,False,2026-09-02 20:25:41.853,2026-09-02 18:25:32.417
124,9,,payment_approved,Payment Approved — Tender Documents Unlocked (TB-2026-759),Your payment (Ref: Allen Machona) for SUPPLY FOR COOKING OIL has been verified and approved. You now have access to view and download the ITT document.,11.0,,False,2026-09-02 20:25:58.590,2026-09-02 18:25:51.233
125,1,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,False,,2026-09-02 18:38:15.060
126,8,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,True,,2026-09-02 18:38:15.093
127,9,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,False,,2026-09-02 18:38:15.110
128,10,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,False,,2026-09-02 18:38:15.110
129,11,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,False,,2026-09-02 18:38:15.127
130,12,,status_change,Submissions closed: TB-2026-431,Bid submissions for Internet Services are now closed and the procurement is moving to evaluation preparation.,12.0,,False,,2026-09-02 18:38:15.143
131,1,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,False,,2026-09-02 18:38:48.447
132,8,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,True,,2026-09-02 18:38:48.460
133,9,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,False,,2026-09-02 18:38:48.477
134,10,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,False,,2026-09-02 18:38:48.490
135,11,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,False,,2026-09-02 18:38:48.493
136,12,,status_change,Tender reopened: TB-2026-431,Internet Services has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 20:42:00.,12.0,,False,,2026-09-02 18:38:48.510
137,2,,payment_submitted,Payment Proof Submitted: TB-2026-431,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for Internet Services. Please review and verify.",12.0,,True,,2026-09-02 18:40:23.920
138,3,,payment_submitted,Payment Proof Submitted: TB-2026-431,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for Internet Services. Please review and verify.",12.0,,True,,2026-09-02 18:40:23.940
139,16,,payment_submitted,Payment Proof Submitted: TB-2026-431,"Bidder BURS has submitted proof of payment (Ref: Allen Machona, Amount: BWP 400.00) for Internet Services. Please review and verify.",12.0,,False,,2026-09-02 18:40:23.957
140,11,,payment_approved,Payment Approved — Tender Documents Unlocked (TB-2026-431),Your payment (Ref: Allen Machona) for Internet Services has been verified and approved. You now have access to view and download the ITT document.,12.0,,False,2026-09-02 20:40:50.580,2026-09-02 18:40:46.803
141,1,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,False,,2026-09-02 19:17:49.940
142,8,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,True,,2026-09-02 19:17:49.957
143,9,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,False,,2026-09-02 19:17:49.970
144,10,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,False,,2026-09-02 19:17:49.977
145,11,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,False,,2026-09-02 19:17:49.993
146,12,,status_change,Submissions closed: TB-2026-759,Bid submissions for SUPPLY FOR COOKING OIL are now closed and the procurement is moving to evaluation preparation.,11.0,,False,,2026-09-02 19:17:50.000
147,1,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,False,,2026-09-02 19:18:02.673
148,8,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,True,,2026-09-02 19:18:02.690
149,9,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,False,,2026-09-02 19:18:02.707
150,10,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,False,,2026-09-02 19:18:02.707
151,11,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,False,,2026-09-02 19:18:02.727
152,12,,status_change,Tender reopened: TB-2026-759,SUPPLY FOR COOKING OIL has been reopened for bidding. You may submit or resubmit your bid before the new deadline: 2026-09-02 21:25:00.,11.0,,False,,2026-09-02 19:18:02.737
